Cancer type,Gene symbol,Uniprot ID,Differential expression status_up,Differential expression status_down,The number of tumor types_pccup,oncogene_x,COSMIC_CGC_x,Number of tumor types (PCDGs),oncogene_y,COSMIC_CGC_y,The number of tumor types_pccdp,Number of tumor types (PCCDPs),Risk coefficient
LUSC,KNSTRN,Q9Y448,Up,,,,,,,,,,
UCEC,KNSTRN,Q9Y448,Up,,,,,,,,,,
ESCC,KNTC1,P50748,Up,,,,,,,,,,
HNSC,KNTC1,P50748,Up,,,,,,,,,,
LIHC,KNTC1,P50748,Up,,,,,,,,,,
LUSC,KNTC1,P50748,Up,,,,,,,,,,
STAD,KNTC1,P50748,Up,,,,,,,,,,
LUSC,KPNA1,P52294,Up,,,,,,,,,,
BRCA,KPNA2,P52292,Up,,9.0,No,,,,,,,
COAD,KPNA2,P52292,Up,,9.0,No,,,,,,,
ESCC,KPNA2,P52292,Up,,9.0,No,,,,,,,
LIHC,KPNA2,P52292,Up,,9.0,No,,,,,,,
LUAD,KPNA2,P52292,Up,,9.0,No,,,,,,,
LUSC,KPNA2,P52292,Up,,9.0,No,,,,,,,
OV,KPNA2,P52292,Up,,9.0,No,,,,,,,
PAAD,KPNA2,P52292,Up,,9.0,No,,,,,,,
STAD,KPNA2,P52292,Up,,9.0,No,,,,,,,
LUSC,KPNA4,O00629,Up,,,,,,,,,,
OV,KPRP,Q5T749,,Down,,,,,,,,,
PAAD,KRAS,P01116,Up,,,,,,,,,,
BRCA,KRI1,Q8N9T8,Up,,,,,,,,,,
COAD,KRI1,Q8N9T8,Up,,,,,,,,,,
ESCC,KRI1,Q8N9T8,Up,,,,,,,,,,
LUSC,KRI1,Q8N9T8,Up,,,,,,,,,,
UCEC,KRI1,Q8N9T8,Up,,,,,,,,,,
COAD,KRR1,Q13601,Up,,,,,,,,,,
LUSC,KRT15,P19012,Up,,,,,,,,,,
COAD,KRT18,P05783,Up,,,,,,,,,,
KIRC,KRT18,P05783,Up,,,,,,,,,,
LUAD,KRT18,P05783,Up,,,,,,,,,,
OV,KRT18,P05783,Up,,,,,,,,,,
UCEC,KRT18,P05783,Up,,,,,,,,,,
LUSC,KRT19,P08727,Up,,,,,,,,,,
LUSC,KRT6B,P04259,Up,,,,,,,,,,
PAAD,KRT6B,P04259,Up,,,,,,,,,,
GBM,KRTCAP2,Q8N6L1,Up,,,,,,,,,,
OV,KRTCAP2,Q8N6L1,Up,,,,,,,,,,
LUAD,KRTCAP3,Q53RY4,Up,,,,,,,,,,
UCEC,KRTCAP3,Q53RY4,Up,,,,,,,,,,
GBM,KSR1,Q8IVT5,,Down,,,,,,,,,
PAAD,KSR1,Q8IVT5,,Down,,,,,,,,,
UCEC,KSR1,Q8IVT5,,Down,,,,,,,,,
GBM,KSR2,Q6VAB6,,Down,,,,,,,,,
ESCC,KTN1,Q86UP2,Up,,,,,,,,,,
COAD,KYNU,Q16719,Up,,,,,,,,,,
ESCC,KYNU,Q16719,Up,,,,,,,,,,
GBM,KYNU,Q16719,Up,,,,,,,,,,
HNSC,KYNU,Q16719,Up,,,,,,,,,,
LIHC,KYNU,Q16719,,Down,,,,,,,,,
LUSC,KYNU,Q16719,Up,,,,,,,,,,
PAAD,KYNU,Q16719,Up,,,,,,,,,,
COAD,L1CAM,P32004,,Down,,,,,,,,,
GBM,L1CAM,P32004,,Down,,,,,,,,,
KIRC,L1CAM,P32004,,Down,,,,,,,,,
KIRC,L2HGDH,Q9H9P8,,Down,,,,,,,,,
LIHC,L2HGDH,Q9H9P8,,Down,,,,,,,,,
LUAD,L2HGDH,Q9H9P8,Up,,,,,,,,,,
LUSC,L2HGDH,Q9H9P8,Up,,,,,,,,,,
BRCA,L3HYPDH,Q96EM0,,Down,,,,,,,,,
ESCC,L3HYPDH,Q96EM0,Up,,,,,,,,,,
GBM,L3HYPDH,Q96EM0,Up,,,,,,,,,,
OV,L3HYPDH,Q96EM0,,Down,,,,,,,,,
UCEC,L3HYPDH,Q96EM0,,Down,,,,,,,,,
UCEC,L3MBTL3,Q96JM7,,Down,,,,,,,,,
PAAD,LACC1,Q8IV20,Up,,,,,,,,,,
BRCA,LACRT,Q9GZZ8,Up,,,,,,,,,,
PAAD,LACTB,P83111,Up,,,,,,,,,,
COAD,LACTB2,Q53H82,Up,,,,,,,,,,
LUAD,LACTB2,Q53H82,Up,,,,,,,,,,
OV,LACTB2,Q53H82,Up,,,,,,,,,,
UCEC,LACTB2,Q53H82,Up,,,,,,,,,,
BRCA,LAD1,O00515,Up,,,,,,,,,,
KIRC,LAD1,O00515,,Down,,,,,,,,,
LUAD,LAD1,O00515,Up,,,,,,,,,,
LUSC,LAD1,O00515,Up,,,,,,,,,,
BRCA,LAGE3,Q14657,Up,,,,,,,,,,
ESCC,LAGE3,Q14657,Up,,,,,,,,,,
HNSC,LAGE3,Q14657,Up,,,,,,,,,,
UCEC,LAGE3,Q14657,Up,,,,,,,,,,
GBM,LAIR1,Q6GTX8,Up,,,,,,,,,,
KIRC,LAIR1,Q6GTX8,Up,,,,,,,,,,
LUSC,LAIR1,Q6GTX8,,Down,,,,,,,,,
PAAD,LAIR1,Q6GTX8,Up,,,,,,,,,,
STAD,LAIR1,Q6GTX8,Up,,,,,,,,,,
LUAD,LAMA1,P25391,Up,,,,,,,,,,
LUSC,LAMA1,P25391,Up,,,,,,,,,,
BRCA,LAMA2,P24043,,Down,,,,,,,,,
COAD,LAMA2,P24043,,Down,,,,,,,,,
LUAD,LAMA2,P24043,,Down,,,,,,,,,
OV,LAMA2,P24043,,Down,,,,,,,,,
BRCA,LAMA3,Q16787,,Down,,,,,,,,,
LUAD,LAMA3,Q16787,,Down,,,,,,,,,
PAAD,LAMA3,Q16787,Up,,,,,,,,,,
BRCA,LAMA4,Q16363,,Down,,,,,,,,,
GBM,LAMA4,Q16363,Up,,,,,,,,,,
KIRC,LAMA4,Q16363,Up,,,,,,,,,,
LIHC,LAMA4,Q16363,Up,,,,,,,,,,
LUAD,LAMA4,Q16363,,Down,,,,,,,,,
LUSC,LAMA4,Q16363,,Down,,,,,,,,,
OV,LAMA4,Q16363,,Down,,,,,,,,,
UCEC,LAMA4,Q16363,,Down,,,,,,,,,
HNSC,LAMB1,P07942,Up,,,,,,,,,,
LIHC,LAMB1,P07942,Up,,,,,,,,,,
OV,LAMB1,P07942,,Down,,,,,,,,,
ESCC,LAMB2,P55268,,Down,,,,,,,,,
HNSC,LAMB2,P55268,,Down,,,,,,,,,
LUAD,LAMB2,P55268,,Down,,,,,,,,,
LUSC,LAMB2,P55268,,Down,,,,,,,,,
OV,LAMB2,P55268,,Down,,,,,,,,,
UCEC,LAMB2,P55268,,Down,,,,,,,,,
ESCC,LAMB3,Q13751,Up,,,,,,,,,,
HNSC,LAMB3,Q13751,Up,,,,,,,,,,
LUSC,LAMB3,Q13751,Up,,,,,,,,,,
PAAD,LAMB3,Q13751,Up,,,,,,,,,,
BRCA,LAMC1,P11047,,Down,,,,,,,,,
KIRC,LAMC1,P11047,Up,,,,,,,,,,
LIHC,LAMC1,P11047,Up,,,,,,,,,,
COAD,LAMC2,Q13753,Up,,,,,,,,,,
ESCC,LAMC2,Q13753,Up,,,,,,,,,,
HNSC,LAMC2,Q13753,Up,,,,,,,,,,
LUSC,LAMC2,Q13753,Up,,,,,,,,,,
PAAD,LAMC2,Q13753,Up,,,,,,,,,,
UCEC,LAMC2,Q13753,Up,,,,,,,,,,
KIRC,LAMC3,Q9Y6N6,,Down,,,,,,,,,
LUAD,LAMC3,Q9Y6N6,,Down,,,,,,,,,
LUSC,LAMC3,Q9Y6N6,,Down,,,,,,,,,
GBM,LAMP1,P11279,Up,,,,,,,,,,
KIRC,LAMP1,P11279,,Down,,,,,,,,,
PAAD,LAMP1,P11279,Up,,,,,,,,,,
ESCC,LAMP2,P13473,Up,,,,,,,,,,
PAAD,LAMP2,P13473,Up,,,,,,,,,,
HNSC,LAMP3,Q9UQV4,Up,,,,,,,,,,
LUAD,LAMP3,Q9UQV4,,Down,,,,,,,,,
LUSC,LAMP3,Q9UQV4,,Down,,,,,,,,,
GBM,LAMP5,Q9UJQ1,,Down,,,,,,,,,
GBM,LAMTOR2,Q9Y2Q5,Up,,,,,,,,,,
GBM,LAMTOR4,Q0VGL1,Up,,,,,,,,,,
PAAD,LAMTOR4,Q0VGL1,Up,,,,,,,,,,
PAAD,LAMTOR5,O43504,Up,,,,,,,,,,
GBM,LANCL1,O43813,,Down,,,,,,,,,
UCEC,LANCL1,O43813,,Down,,,,,,,,,
GBM,LAP3,P28838,Up,,,,,,,,,,
LIHC,LAP3,P28838,,Down,,,,,,,,,
OV,LAP3,P28838,Up,,,,,,,,,,
LUAD,LAPTM5,Q13571,,Down,,,,,,,,,
LUSC,LAPTM5,Q13571,,Down,,,,,,,,,
UCEC,LAPTM5,Q13571,Up,,,,,,,,,,
COAD,LARP1,Q6PKG0,Up,,,,,,,,,,
LIHC,LARP1,Q6PKG0,Up,,,,,,,,,,
PAAD,LARP1,Q6PKG0,,Down,,,,,,,,,
LIHC,LARP1B,Q659C4,,Down,,,,,,,,,
PAAD,LARP1B,Q659C4,,Down,,,,,,,,,
COAD,LARP4,Q71RC2,Up,,,,,,,,,,
BRCA,LARP4B,Q92615,Up,,,,,,,,,,
OV,LARP4B,Q92615,Up,,,,,,,,,,
BRCA,LARP6,Q9BRS8,,Down,,,,,,,,,
GBM,LARP6,Q9BRS8,,Down,,,,,,,,,
UCEC,LARP6,Q9BRS8,,Down,,,,,,,,,
KIRC,LARS2,Q15031,,Down,,,,,,,,,
COAD,LAS1L,Q9Y4W2,Up,,,,,,,,,,
ESCC,LAS1L,Q9Y4W2,Up,,,,,,,,,,
LUSC,LAS1L,Q9Y4W2,Up,,,,,,,,,,
LUAD,LATS2,Q9NRM7,,Down,,,,,,,,,
LUSC,LATS2,Q9NRM7,,Down,,,,,,,,,
PAAD,LATS2,Q9NRM7,Up,,,,,,,,,,
LUAD,LAX1,Q8IWV1,Up,,,,,,,,,,
HNSC,LBH,Q53QV2,Up,,,,,,,,,,
LUAD,LBH,Q53QV2,,Down,,,,,,,,,
LUSC,LBH,Q53QV2,,Down,,,,,,,,,
PAAD,LBH,Q53QV2,Up,,,,,,,,,,
STAD,LBH,Q53QV2,Up,,,,,,,,,,
UCEC,LBH,Q53QV2,,Down,,,,,,,,,
GBM,LBP,P18428,Up,,,,,,,,2.0,,
HNSC,LBP,P18428,,Down,,,,,,,2.0,,
COAD,LBR,Q14739,Up,,,,,,,,,,
LUSC,LBR,Q14739,Up,,,,,,,,,,
LUSC,LCA5,Q86VQ0,,Down,,,,,,,,,
BRCA,LCAT,P04180,,Down,,,,,,,,,
GBM,LCAT,P04180,Up,,,,,,,,,,
KIRC,LCAT,P04180,Up,,,,,,,,,,
LIHC,LCAT,P04180,,Down,,,,,,,,,
LUAD,LCAT,P04180,,Down,,,,,,,,,
LUSC,LCAT,P04180,,Down,,,,,,,,,
OV,LCAT,P04180,,Down,,,,,,,,,
UCEC,LCAT,P04180,,Down,,,,,,,,,
ESCC,LCLAT1,Q6UWP7,Up,,,,,,,,,,
HNSC,LCLAT1,Q6UWP7,Up,,,,,,,,,,
LUAD,LCLAT1,Q6UWP7,Up,,,,,,,,,,
LUSC,LCLAT1,Q6UWP7,Up,,,,,,,,,,
COAD,LCN2,P80188,Up,,,,,,,,,,
KIRC,LCN2,P80188,,Down,,,,,,,,,
PAAD,LCN2,P80188,Up,,,,,,,,,,
UCEC,LCN2,P80188,Up,,,,,,,,,,
LUAD,LCOR,Q96JN0,Up,,,,,,,,,,
LUSC,LCOR,Q96JN0,Up,,,,,,,,,,
GBM,LCP1,P13796,Up,,,,,,,,,,
KIRC,LCP1,P13796,Up,,,,,,,,,,
LUSC,LCP1,P13796,,Down,,,,,,,,,
GBM,LCP2,Q13094,Up,,,,,,,,,,
HNSC,LCP2,Q13094,Up,,,,,,,,,,
KIRC,LCP2,Q13094,Up,,,,,,,,,,
LIHC,LCP2,Q13094,,Down,,,,,,,,,
PAAD,LCP2,Q13094,Up,,,,,,,,,,
STAD,LCP2,Q13094,Up,,,,,,,,,,
LUSC,LDAH,Q9H6V9,Up,,,,,,,,,,
LUAD,LDB2,O43679,,Down,,,,,,,,,
LUSC,LDB2,O43679,,Down,,,,,,,,,
UCEC,LDB2,O43679,,Down,,,,,,,,,
BRCA,LDB3,O75112,,Down,,,,9.0,No,,,,
COAD,LDB3,O75112,,Down,,,,9.0,No,,,,
ESCC,LDB3,O75112,,Down,,,,9.0,No,,,,
GBM,LDB3,O75112,,Down,,,,9.0,No,,,,
HNSC,LDB3,O75112,,Down,,,,9.0,No,,,,
LUAD,LDB3,O75112,,Down,,,,9.0,No,,,,
LUSC,LDB3,O75112,,Down,,,,9.0,No,,,,
OV,LDB3,O75112,,Down,,,,9.0,No,,,,0.0172895190706834
UCEC,LDB3,O75112,,Down,,,,9.0,No,,,,
KIRC,LDHA,P00338,Up,,,,,,,,3.0,,
LIHC,LDHA,P00338,,Down,,,,,,,3.0,,
LUAD,LDHA,P00338,Up,,,,,,,,3.0,,
LUSC,LDHA,P00338,Up,,,,,,,,3.0,,
PAAD,LDHA,P00338,Up,,,,,,,,3.0,,
BRCA,LDHB,P07195,,Down,,,,,,,,,
KIRC,LDHB,P07195,,Down,,,,,,,,,
PAAD,LDHB,P07195,,Down,,,,,,,,,
BRCA,LDHD,Q86WU2,,Down,,,,11.0,No,,,,
COAD,LDHD,Q86WU2,,Down,,,,11.0,No,,,,
ESCC,LDHD,Q86WU2,,Down,,,,11.0,No,,,,
GBM,LDHD,Q86WU2,,Down,,,,11.0,No,,,,
HNSC,LDHD,Q86WU2,,Down,,,,11.0,No,,,,
KIRC,LDHD,Q86WU2,,Down,,,,11.0,No,,,,
LIHC,LDHD,Q86WU2,,Down,,,,11.0,No,,,,
LUSC,LDHD,Q86WU2,,Down,,,,11.0,No,,,,
OV,LDHD,Q86WU2,,Down,,,,11.0,No,,,,
PAAD,LDHD,Q86WU2,,Down,,,,11.0,No,,,,-0.00131402444163322
STAD,LDHD,Q86WU2,,Down,,,,11.0,No,,,,
LUAD,LDLR,P01130,,Down,,,,,,,,,
LUSC,LDLR,P01130,,Down,,,,,,,,,
PAAD,LDLR,P01130,Up,,,,,,,,,,
GBM,LDLRAD3,Q86YD5,Up,,,,,,,,,,
KIRC,LDLRAP1,Q5SW96,,Down,,,,,,,,,
PAAD,LDLRAP1,Q5SW96,,Down,,,,,,,,,
BRCA,LEF1,Q9UJU2,Up,,,,,,,,,,
LUAD,LEF1,Q9UJU2,Up,,,,,,,,,,
LUSC,LEF1,Q9UJU2,Up,,,,,,,,,,
LUAD,LEFTY2,O00292,,Down,,,,,,,,,
LUSC,LEFTY2,O00292,,Down,,,,,,,,,
UCEC,LEFTY2,O00292,,Down,,,,,,,,,
LIHC,LEMD2,Q8NC56,Up,,,,,,,,,,
BRCA,LENG1,Q96BZ8,Up,,,,,,,,,,
LIHC,LENG8,Q96PV6,Up,,,,,,,,,,
UCEC,LENG8,Q96PV6,,Down,,,,,,,,,
BRCA,LENG9,Q96B70,Up,,,,,,,,,,
PAAD,LENG9,Q96B70,,Down,,,,,,,,,
BRCA,LEO1,Q8WVC0,Up,,,,,,,,,,
LUAD,LEO1,Q8WVC0,Up,,,,,,,,,,
LUSC,LEO1,Q8WVC0,Up,,,,,,,,,,
BRCA,LEP,P41159,,Down,,,,,,,,,
LIHC,LEPR,P48357,,Down,,,,,,,,,
LUAD,LEPR,P48357,,Down,,,,,,,,,
LUSC,LEPR,P48357,,Down,,,,,,,,,
KIRC,LETM1,O95202,,Down,,,,,,,,,
LUSC,LETM1,O95202,Up,,,,,,,,,,
UCEC,LETM1,O95202,Up,,,,,,,,,,
GBM,LETMD1,Q6P1Q0,,Down,,,,,,,,,
ESCC,LFNG,Q8NES3,,Down,,,,,,,,,
ESCC,LGALS1,P09382,Up,,,,,,,,,,
KIRC,LGALS1,P09382,Up,,,,,,,,,,
PAAD,LGALS1,P09382,Up,,,,,,,,,,
UCEC,LGALS1,P09382,,Down,,,,,,,,,
COAD,LGALS2,P05162,,Down,,,,,,,,,
PAAD,LGALS2,P05162,,Down,,,,,,,,,
BRCA,LGALS3,P17931,,Down,,,,,,,,,
COAD,LGALS3,P17931,,Down,,,,,,,,,
GBM,LGALS3,P17931,Up,,,,,,,,,,
HNSC,LGALS3,P17931,,Down,,,,,,,,,
KIRC,LGALS3,P17931,Up,,,,,,,,,,
LUSC,LGALS3,P17931,,Down,,,,,,,,,
PAAD,LGALS3,P17931,Up,,,,,,,,,,
GBM,LGALS3BP,Q08380,Up,,,,,,,,,,
HNSC,LGALS3BP,Q08380,Up,,,,,,,,,,
LUAD,LGALS3BP,Q08380,Up,,,,,,,,,,
OV,LGALS3BP,Q08380,Up,,,,,,,,,,
PAAD,LGALS3BP,Q08380,Up,,,,,,,,,,
COAD,LGALS4,P56470,,Down,,,,,,,,,
ESCC,LGALS4,P56470,,Down,,,,,,,,,
LUSC,LGALS4,P56470,,Down,,,,,,,,,
PAAD,LGALS4,P56470,Up,,,,,,,,,,
LUSC,LGALS7,P47929,Up,,,,,,,,,,
GBM,LGALS9,O00182,Up,,,,,,,,,,
KIRC,LGALS9,O00182,Up,,,,,,,,,,
PAAD,LGALS9,O00182,Up,,,,,,,,,,
PAAD,LGALS9B,Q3B8N2,Up,,,,,,,,,,
PAAD,LGALS9C,Q6DKI2,Up,,,,,,,,,,
HNSC,LGALSL,Q3ZCW2,,Down,,,,,,,,,
LUAD,LGALSL,Q3ZCW2,,Down,,,,,,,,,
LUSC,LGALSL,Q3ZCW2,,Down,,,,,,,,,
GBM,LGI1,O95970,,Down,,,,,,,,,
GBM,LGI3,Q8N145,,Down,,,,,,,,,
ESCC,LGI4,Q8N135,,Down,,,,,,,,,
GBM,LGI4,Q8N135,,Down,,,,,,,,,
PAAD,LGMN,Q99538,Up,,,,,,,,,,
UCEC,LGMN,Q99538,Up,,,,,,,,,,
GBM,LHPP,Q9H008,,Down,,,,,,,,,
KIRC,LHPP,Q9H008,,Down,,,,,,,,,
LIHC,LHPP,Q9H008,,Down,,,,,,,,,
LIHC,LIFR,P42702,,Down,,,,,,,,,
LUAD,LIFR,P42702,,Down,,,,,,,,,
LUSC,LIFR,P42702,,Down,,,,,,,,,
BRCA,LIG1,P18858,Up,,8.0,No,,,,,,,
COAD,LIG1,P18858,Up,,8.0,No,,,,,,,
ESCC,LIG1,P18858,Up,,8.0,No,,,,,,,
KIRC,LIG1,P18858,Up,,8.0,No,,,,,,,
LIHC,LIG1,P18858,Up,,8.0,No,,,,,,,
LUAD,LIG1,P18858,Up,,8.0,No,,,,,,,
LUSC,LIG1,P18858,Up,,8.0,No,,,,,,,
UCEC,LIG1,P18858,Up,,8.0,No,,,,,,,
BRCA,LIG3,P49916,Up,,,,,,,,,,
COAD,LIG3,P49916,Up,,,,,,,,,,
LUAD,LIG3,P49916,Up,,,,,,,,,,
LUSC,LIG3,P49916,Up,,,,,,,,,,
KIRC,LIG4,P49917,,Down,,,,,,,,,
GBM,LILRA2,Q8N149,Up,,,,,,,,,,
LUSC,LILRA2,Q8N149,,Down,,,,,,,,,
KIRC,LILRA4,P59901,Up,,,,,,,,,,
GBM,LILRA6,Q6PI73,Up,,,,,,,,,,
HNSC,LILRA6,Q6PI73,Up,,,,,,,,,,
KIRC,LILRA6,Q6PI73,Up,,,,,,,,,,
LIHC,LILRA6,Q6PI73,,Down,,,,,,,,,
LUSC,LILRA6,Q6PI73,,Down,,,,,,,,,
BRCA,LILRB1,Q8NHL6,Up,,,,,,,,,,
GBM,LILRB1,Q8NHL6,Up,,,,,,,,,,
HNSC,LILRB1,Q8NHL6,Up,,,,,,,,,,
KIRC,LILRB1,Q8NHL6,Up,,,,,,,,,,
LIHC,LILRB1,Q8NHL6,,Down,,,,,,,,,
GBM,LILRB2,Q8N423,Up,,,,,,,,,,
HNSC,LILRB2,Q8N423,Up,,,,,,,,,,
KIRC,LILRB2,Q8N423,Up,,,,,,,,,,
LIHC,LILRB2,Q8N423,,Down,,,,,,,,,
LUAD,LILRB2,Q8N423,,Down,,,,,,,,,
GBM,LILRB3,O75022,Up,,,,,,,,,,
HNSC,LILRB3,O75022,Up,,,,,,,,,,
KIRC,LILRB3,O75022,Up,,,,,,,,,,
LUAD,LILRB3,O75022,,Down,,,,,,,,,
BRCA,LILRB4,Q8NHJ6,Up,,,,,,,,,,
ESCC,LILRB4,Q8NHJ6,Up,,,,,,,,,,
GBM,LILRB4,Q8NHJ6,Up,,,,,,,,,,
KIRC,LILRB4,Q8NHJ6,Up,,,,,,,,,,
UCEC,LILRB4,Q8NHJ6,Up,,,,,,,,,,
BRCA,LILRB5,O75023,,Down,,,,,,,,,
COAD,LILRB5,O75023,,Down,,,,,,,,,
LIHC,LILRB5,O75023,,Down,,,,,,,,,
LUAD,LILRB5,O75023,,Down,,,,,,,,,
LUSC,LILRB5,O75023,,Down,,,,,,,,,
BRCA,LIMA1,Q9UHB6,,Down,,,,,,,,,
HNSC,LIMA1,Q9UHB6,Up,,,,,,,,,,
BRCA,LIMCH1,Q9UPQ0,,Down,,,,,,,,,
GBM,LIMCH1,Q9UPQ0,,Down,,,,,,,,,
HNSC,LIMCH1,Q9UPQ0,,Down,,,,,,,,,
LUAD,LIMCH1,Q9UPQ0,,Down,,,,,,,,,
LUSC,LIMCH1,Q9UPQ0,,Down,,,,,,,,,
OV,LIMCH1,Q9UPQ0,,Down,,,,,,,,,
GBM,LIMD1,Q9UGP4,Up,,,,,,,,,,
LUAD,LIMD1,Q9UGP4,,Down,,,,,,,,,
LUSC,LIMD1,Q9UGP4,,Down,,,,,,,,,
PAAD,LIMD1,Q9UGP4,,Down,,,,,,,,,
BRCA,LIMD2,Q9BT23,Up,,,,,,,,,,
ESCC,LIMD2,Q9BT23,Up,,,,,,,,,,
HNSC,LIMD2,Q9BT23,Up,,,,,,,,,,
LUAD,LIMD2,Q9BT23,Up,,,,,,,,,,
PAAD,LIMD2,Q9BT23,Up,,,,,,,,,,
UCEC,LIMD2,Q9BT23,Up,,,,,,,,,,
LIHC,LIME1,Q9H400,,Down,,,,,,,,,
ESCC,LIMK1,P53667,Up,,,,,,,,,,
GBM,LIMK1,P53667,,Down,,,,,,,,,
HNSC,LIMK1,P53667,Up,,,,,,,,,,
KIRC,LIMK1,P53667,Up,,,,,,,,,,
PAAD,LIMK1,P53667,Up,,,,,,,,,,
LIHC,LIMK2,P53671,Up,,,,,,,,,,
OV,LIMK2,P53671,Up,,,,,,,,,,
PAAD,LIMS1,P48059,Up,,,,,,,,,,
BRCA,LIMS2,Q7Z4I7,,Down,,,,,,,,,
COAD,LIMS2,Q7Z4I7,,Down,,,,,,,,,
ESCC,LIMS2,Q7Z4I7,,Down,,,,,,,,,
HNSC,LIMS2,Q7Z4I7,,Down,,,,,,,,,
LUAD,LIMS2,Q7Z4I7,,Down,,,,,,,,,
LUSC,LIMS2,Q7Z4I7,,Down,,,,,,,,,
UCEC,LIMS2,Q7Z4I7,,Down,,,,,,,,,
BRCA,LIMS3,P0CW19,,Down,,,,,,,,,
GBM,LIMS3,P0CW19,Up,,,,,,,,,,
LIHC,LIN28B,Q6ZN17,Up,,,,,,,,,,
LIHC,LIN37,Q96GY3,Up,,,,,,,,,,
LUSC,LIN37,Q96GY3,Up,,,,,,,,,,
OV,LIN54,Q6MZP7,Up,,,,,,,,,,
GBM,LIN7A,O14910,,Down,,,,,,,,,
LUAD,LIN7A,O14910,,Down,,,,,,,,,
LUSC,LIN7A,O14910,,Down,,,,,,,,,
UCEC,LIN7A,O14910,,Down,,,,,,,,,
GBM,LIN7B,Q9HAP6,,Down,,,,,,,,,
ESCC,LIN9,Q5TKA1,Up,,,,,,,,,,
LIHC,LIN9,Q5TKA1,Up,,,,,,,,,,
GBM,LINGO1,Q96FE5,,Down,,,,,,,,,
ESCC,LIPA,P38571,Up,,,,,,,,,,
KIRC,LIPA,P38571,Up,,,,,,,,,,
LUAD,LIPA,P38571,,Down,,,,,,,,,
LUSC,LIPA,P38571,,Down,,,,,,,,,
PAAD,LIPA,P38571,Up,,,,,,,,,,
LIHC,LIPC,P11150,,Down,,,,,,,,,
BRCA,LIPE,Q05469,,Down,,,,,,,,,
GBM,LIPE,Q05469,,Down,,,,,,,,,
HNSC,LIPE,Q05469,,Down,,,,,,,,,
ESCC,LIPF,P07098,,Down,,,,,,,,,
STAD,LIPF,P07098,,Down,,,,,,,,,
LIHC,LIPG,Q9Y5X9,,Down,,,,,,,,,
LUSC,LIPH,Q8WWY8,,Down,,,,,,,,,
PAAD,LIPH,Q8WWY8,Up,,,,,,,,,,
BRCA,LIX1L,Q8IVB5,,Down,,,,,,,,,
GBM,LIX1L,Q8IVB5,Up,,,,,,,,,,
KIRC,LIX1L,Q8IVB5,Up,,,,,,,,,,
LUSC,LIX1L,Q8IVB5,,Down,,,,,,,,,
OV,LIX1L,Q8IVB5,,Down,,,,,,,,,
PAAD,LIX1L,Q8IVB5,Up,,,,,,,,,,
UCEC,LIX1L,Q8IVB5,,Down,,,,,,,,,
PAAD,LLGL1,Q15334,Up,,,,,,,,,,
BRCA,LLGL2,Q6P1M3,Up,,,,,,,,,,
ESCC,LLGL2,Q6P1M3,,Down,,,,,,,,,
HNSC,LLGL2,Q6P1M3,,Down,,,,,,,,,
KIRC,LLGL2,Q6P1M3,,Down,,,,,,,,,
LUSC,LLGL2,Q6P1M3,,Down,,,,,,,,,
UCEC,LLGL2,Q6P1M3,Up,,,,,,,,,,
LUSC,LLPH,Q9BRT6,Up,,,,,,,,,,
LIHC,LMAN1,P49257,,Down,,,,,,,,,
LUAD,LMAN1,P49257,Up,,,,,,,,,,
PAAD,LMAN1,P49257,,Down,,,,,,,,,
KIRC,LMAN2,Q12907,Up,,,,,,,,,,
UCEC,LMAN2,Q12907,Up,,,,,,,,,,
GBM,LMAN2L,Q9H0V9,Up,,,,,,,,,,
HNSC,LMAN2L,Q9H0V9,Up,,,,,,,,,,
ESCC,LMBRD1,Q9NUN5,,Down,,,,,,,,,
KIRC,LMBRD1,Q9NUN5,,Down,,,,,,,,,
LUSC,LMBRD1,Q9NUN5,,Down,,,,,,,,,
COAD,LMCD1,Q9NZU5,Up,,,,,,,,,,
HNSC,LMCD1,Q9NZU5,,Down,,,,,,,,,
LUAD,LMCD1,Q9NZU5,,Down,,,,,,,,,
LUSC,LMCD1,Q9NZU5,,Down,,,,,,,,,
PAAD,LMCD1,Q9NZU5,Up,,,,,,,,,,
UCEC,LMCD1,Q9NZU5,,Down,,,,,,,,,
STAD,LMF1,Q96S06,,Down,,,,,,,,,
ESCC,LMF2,Q9BU23,Up,,,,,,,,,,
KIRC,LMF2,Q9BU23,Up,,,,,,,,,,
PAAD,LMF2,Q9BU23,,Down,,,,,,,,,
KIRC,LMNA,P02545,Up,,,,,,,,,,
LIHC,LMNA,P02545,Up,,,,,,,,,,
LUSC,LMNA,P02545,,Down,,,,,,,,,
COAD,LMNB1,P20700,Up,,8.0,No,,,,,,,
ESCC,LMNB1,P20700,Up,,8.0,No,,,,,,,
GBM,LMNB1,P20700,Up,,8.0,No,,,,,,,
KIRC,LMNB1,P20700,Up,,8.0,No,,,,,,,
LIHC,LMNB1,P20700,Up,,8.0,No,,,,,,,
LUAD,LMNB1,P20700,Up,,8.0,No,,,,,,,
LUSC,LMNB1,P20700,Up,,8.0,No,,,,,,,
OV,LMNB1,P20700,Up,,8.0,No,,,,,,,
GBM,LMO7,Q8WWI1,,Down,,,,,,,,,
HNSC,LMO7,Q8WWI1,,Down,,,,,,,,,
LUAD,LMO7,Q8WWI1,,Down,,,,,,,,,
LUSC,LMO7,Q8WWI1,,Down,,,,,,,,,
